system_type,structure,temperature,original_points,filtered_points,removed_points,percent_removed
PtxSnyOz,Pt7Sn6O1,400,6,5,1,16.666666666666664
PtxSnyOz,Pt7Sn6O1,500,6,3,3,50.0
PtxSnyOz,Pt7Sn6O1,600,6,2,4,66.66666666666666
PtxSnyOz,Pt7Sn6O1,700,6,6,0,0.0
PtxSnyOz,Pt7Sn6O1,800,6,3,3,50.0
PtxSnyOz,Pt7Sn6O1,900,6,6,0,0.0
PtxSnyOz,Pt7Sn6O1,1000,6,2,4,66.66666666666666
PtxSnyOz,Pt7Sn6O1,1100,6,2,4,66.66666666666666
PtxSnyOz,Pt7Sn9O4,200,6,6,0,0.0
PtxSnyOz,Pt7Sn9O4,300,6,5,1,16.666666666666664
PtxSnyOz,Pt7Sn9O4,400,6,5,1,16.666666666666664
PtxSnyOz,Pt7Sn9O4,500,6,6,0,0.0
PtxSnyOz,Pt7Sn9O4,600,6,6,0,0.0
PtxSnyOz,Pt7Sn9O4,700,6,6,0,0.0
PtxSnyOz,Pt7Sn9O4,800,6,3,3,50.0
PtxSnyOz,Pt7Sn9O4,900,6,6,0,0.0
PtxSnyOz,Pt7Sn9O4,1000,6,5,1,16.666666666666664
PtxSnyOz,Pt7Sn9O4,1100,6,2,4,66.66666666666666
PtxSnyOz,Sn10Pt7O4,200,6,6,0,0.0
PtxSnyOz,Sn10Pt7O4,300,6,6,0,0.0
PtxSnyOz,Sn10Pt7O4,400,6,6,0,0.0
PtxSnyOz,Sn10Pt7O4,500,6,5,1,16.666666666666664
PtxSnyOz,Sn10Pt7O4,600,6,3,3,50.0
PtxSnyOz,Sn10Pt7O4,700,6,4,2,33.33333333333333
PtxSnyOz,Sn10Pt7O4,800,6,6,0,0.0
PtxSnyOz,Sn10Pt7O4,900,6,6,0,0.0
PtxSnyOz,Sn10Pt7O4,1000,6,6,0,0.0
PtxSnyOz,Sn10Pt7O4,1100,6,2,4,66.66666666666666
PtxSnyOz,Sn1Pt2O1,200,6,6,0,0.0
PtxSnyOz,Sn1Pt2O1,300,6,6,0,0.0
PtxSnyOz,Sn1Pt2O1,400,6,2,4,66.66666666666666
PtxSnyOz,Sn1Pt2O1,500,6,4,2,33.33333333333333
PtxSnyOz,Sn1Pt2O1,600,6,3,3,50.0
PtxSnyOz,Sn1Pt2O1,700,6,2,4,66.66666666666666
PtxSnyOz,Sn1Pt2O1,800,6,6,0,0.0
PtxSnyOz,Sn1Pt2O1,900,6,5,1,16.666666666666664
PtxSnyOz,Sn1Pt2O1,1000,6,6,0,0.0
PtxSnyOz,Sn1Pt2O1,1100,6,4,2,33.33333333333333
PtxSnyOz,Sn3O2Pt2,200,6,6,0,0.0
PtxSnyOz,Sn3O2Pt2,300,6,3,3,50.0
PtxSnyOz,Sn3O2Pt2,400,6,5,1,16.666666666666664
PtxSnyOz,Sn3O2Pt2,500,6,5,1,16.666666666666664
PtxSnyOz,Sn3O2Pt2,600,6,6,0,0.0
PtxSnyOz,Sn3O2Pt2,700,6,3,3,50.0
PtxSnyOz,Sn3O2Pt2,800,6,4,2,33.33333333333333
PtxSnyOz,Sn3O2Pt2,900,6,6,0,0.0
PtxSnyOz,Sn3O2Pt2,1000,6,3,3,50.0
PtxSnyOz,Sn3O2Pt2,1100,6,5,1,16.666666666666664
PtxSnyOz,Sn3Pt4O1,200,6,5,1,16.666666666666664
PtxSnyOz,Sn3Pt4O1,300,6,5,1,16.666666666666664
PtxSnyOz,Sn3Pt4O1,400,6,6,0,0.0
PtxSnyOz,Sn3Pt4O1,500,6,4,2,33.33333333333333
PtxSnyOz,Sn3Pt4O1,600,6,3,3,50.0
PtxSnyOz,Sn3Pt4O1,700,6,2,4,66.66666666666666
PtxSnyOz,Sn3Pt4O1,800,6,3,3,50.0
PtxSnyOz,Sn3Pt4O1,900,6,2,4,66.66666666666666
PtxSnyOz,Sn3Pt4O1,1000,6,3,3,50.0
PtxSnyOz,Sn3Pt4O1,1100,6,6,0,0.0
PtxSnyOz,Sn4Pt3O1,200,6,6,0,0.0
PtxSnyOz,Sn4Pt3O1,300,6,5,1,16.666666666666664
PtxSnyOz,Sn4Pt3O1,400,6,4,2,33.33333333333333
PtxSnyOz,Sn4Pt3O1,500,6,4,2,33.33333333333333
PtxSnyOz,Sn4Pt3O1,600,6,6,0,0.0
PtxSnyOz,Sn4Pt3O1,700,6,3,3,50.0
PtxSnyOz,Sn4Pt3O1,800,6,3,3,50.0
PtxSnyOz,Sn4Pt3O1,900,6,2,4,66.66666666666666
PtxSnyOz,Sn4Pt3O1,1000,6,5,1,16.666666666666664
PtxSnyOz,Sn4Pt3O1,1100,6,3,3,50.0
PtxSnyOz,Sn5O2Pt4,200,6,6,0,0.0
PtxSnyOz,Sn5O2Pt4,300,6,4,2,33.33333333333333
PtxSnyOz,Sn5O2Pt4,400,6,6,0,0.0
PtxSnyOz,Sn5O2Pt4,500,6,6,0,0.0
PtxSnyOz,Sn5O2Pt4,600,6,3,3,50.0
PtxSnyOz,Sn5O2Pt4,700,6,3,3,50.0
PtxSnyOz,Sn5O2Pt4,800,6,6,0,0.0
PtxSnyOz,Sn5O2Pt4,900,6,3,3,50.0
PtxSnyOz,Sn5O2Pt4,1000,6,5,1,16.666666666666664
PtxSnyOz,Sn5O2Pt4,1100,6,4,2,33.33333333333333
PtxSnyOz,Sn5O4Pt2,200,6,6,0,0.0
PtxSnyOz,Sn5O4Pt2,300,6,6,0,0.0
PtxSnyOz,Sn5O4Pt2,400,6,6,0,0.0
PtxSnyOz,Sn5O4Pt2,500,6,6,0,0.0
PtxSnyOz,Sn5O4Pt2,600,6,6,0,0.0
PtxSnyOz,Sn5O4Pt2,700,6,4,2,33.33333333333333
PtxSnyOz,Sn5O4Pt2,800,6,5,1,16.666666666666664
PtxSnyOz,Sn5O4Pt2,900,6,6,0,0.0
PtxSnyOz,Sn5O4Pt2,1000,6,5,1,16.666666666666664
PtxSnyOz,Sn5O4Pt2,1100,6,4,2,33.33333333333333
PtxSnyOz,Sn6Pt5O2,200,6,5,1,16.666666666666664
PtxSnyOz,Sn6Pt5O2,300,6,3,3,50.0
PtxSnyOz,Sn6Pt5O2,400,6,5,1,16.666666666666664
PtxSnyOz,Sn6Pt5O2,500,6,6,0,0.0
PtxSnyOz,Sn6Pt5O2,600,6,6,0,0.0
PtxSnyOz,Sn6Pt5O2,700,6,6,0,0.0
PtxSnyOz,Sn6Pt5O2,800,6,2,4,66.66666666666666
PtxSnyOz,Sn6Pt5O2,900,6,5,1,16.666666666666664
PtxSnyOz,Sn6Pt5O2,1000,6,5,1,16.666666666666664
PtxSnyOz,Sn6Pt5O2,1100,6,2,4,66.66666666666666
PtxSnyOz,Sn7Pt4O3,200,6,5,1,16.666666666666664
PtxSnyOz,Sn7Pt4O3,300,6,5,1,16.666666666666664
PtxSnyOz,Sn7Pt4O3,400,6,5,1,16.666666666666664
PtxSnyOz,Sn7Pt4O3,500,6,3,3,50.0
PtxSnyOz,Sn7Pt4O3,600,6,6,0,0.0
PtxSnyOz,Sn7Pt4O3,700,6,6,0,0.0
PtxSnyOz,Sn7Pt4O3,800,6,6,0,0.0
PtxSnyOz,Sn7Pt4O3,900,6,4,2,33.33333333333333
PtxSnyOz,Sn7Pt4O3,1000,6,3,3,50.0
PtxSnyOz,Sn7Pt4O3,1100,6,1,5,83.33333333333334
PtxSnyOz,g-1-O1Sn4Pt3,200,6,4,2,33.33333333333333
PtxSnyOz,g-1-O1Sn4Pt3,300,6,6,0,0.0
PtxSnyOz,g-1-O1Sn4Pt3,400,6,3,3,50.0
PtxSnyOz,g-1-O1Sn4Pt3,500,6,2,4,66.66666666666666
PtxSnyOz,g-1-O1Sn4Pt3,600,6,4,2,33.33333333333333
PtxSnyOz,g-1-O1Sn4Pt3,700,6,6,0,0.0
PtxSnyOz,g-1-O1Sn4Pt3,800,6,6,0,0.0
PtxSnyOz,g-1-O1Sn4Pt3,900,6,1,5,83.33333333333334
PtxSnyOz,g-1-O1Sn4Pt3,1000,6,5,1,16.666666666666664
PtxSnyOz,g-1-O1Sn4Pt3,1100,6,1,5,83.33333333333334
